시설아이디,supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar,생육주차,CO2
D농가,0.0,6.0,3295.05,78.59,13.54,90.38,12,0.65901
D농가,0.0,6.0,2694.63,83.7,16.03,84.77,12,0.538926
D농가,0.0,6.0,1731.52,80.02,21.34,69.62,12,0.346304
D농가,0.0,6.0,504.55,52.96,26.17,57.93,12,0.10091
D농가,0.0,6.0,344.14,35.19,30.1,51.97,12,0.068828
D농가,0.0,6.0,328.81,26.67,29.5,43.76,12,0.065762
D농가,0.0,6.0,328.74,25.01,26.59,39.56,12,0.065748
D농가,0.0,6.0,324.97,34.2,29.22,35.06,12,0.06499400000000001
D농가,0.0,6.0,327.97,59.57,22.2,43.84,12,0.065594
D농가,0.0,6.0,407.78,76.09,15.35,63.84,12,0.08155599999999999
D농가,0.0,6.0,536.8,82.72,13.0,67.12,12,0.10736
D농가,0.0,6.0,572.9,85.68,13.0,70.58,12,0.11458
D농가,0.0,6.0,618.3,86.95,13.0,71.92,12,0.12365999999999999
D농가,0.0,6.0,666.49,86.82,12.83,73.67,12,0.133298
D농가,0.0,6.0,716.75,86.05,12.0,81.09,12,0.14335
D농가,0.0,6.0,767.36,86.98,11.54,82.88,12,0.153472
D농가,0.0,6.0,815.2,87.0,11.0,85.92,12,0.16304000000000002
D농가,0.0,6.0,866.9,87.0,10.99,88.29,12,0.17338
D농가,0.0,6.0,920.08,87.0,10.0,89.53,12,0.184016
D농가,0.0,6.0,964.39,87.26,10.0,88.36,12,0.192878
D농가,0.0,6.0,1012.3,88.0,10.0,88.27,12,0.20246
D농가,0.0,6.0,1055.06,88.0,10.0,89.3,12,0.21101199999999998
D농가,0.0,6.0,1093.0,88.18,10.0,89.24,12,0.2186
D농가,0.0,6.0,1411.09,89.28,10.84,89.42,12,0.28221799999999997
D농가,0.0,6.0,2655.06,80.77,14.74,85.62,12,0.531012
D농가,0.0,6.0,2438.45,83.55,14.89,76.67,12,0.48768999999999996
D농가,0.0,6.0,1835.66,86.4,21.19,56.94,12,0.367132
D농가,0.0,6.0,887.41,62.79,26.65,50.65,12,0.177482
D농가,0.0,6.0,400.89,42.65,27.86,42.91,12,0.080178
D농가,0.0,6.0,330.21,30.12,28.94,39.64,12,0.06604199999999999
D농가,0.0,6.0,320.84,37.44,28.9,41.79,12,0.06416799999999999
D농가,0.0,6.0,284.03,54.98,27.54,43.5,12,0.056805999999999995
D농가,0.0,6.0,240.99,70.18,25.95,44.03,12,0.048198000000000005
D농가,0.0,6.0,312.91,73.26,18.53,61.67,12,0.062582
D농가,0.0,6.0,381.93,81.68,14.53,77.45,12,0.076386
D농가,0.0,6.0,439.48,84.38,13.15,83.5,12,0.087896
D농가,0.0,6.0,497.32,85.72,12.99,85.47,12,0.099464
D농가,0.0,6.0,549.15,87.0,12.45,86.53,12,0.10983
D농가,0.0,6.0,602.07,87.0,12.0,88.56,12,0.12041400000000001
D농가,0.0,6.0,656.72,87.03,12.0,89.28,12,0.13134400000000002
D농가,0.0,6.0,709.23,87.0,11.07,89.92,12,0.141846
D농가,0.0,6.0,760.16,87.45,11.0,91.12,12,0.152032
D농가,0.0,6.0,809.25,88.0,11.0,91.69,12,0.16185
D농가,0.0,6.0,858.58,88.7,11.0,91.49,12,0.171716
D농가,0.0,6.0,911.7,89.0,11.0,90.22,12,0.18234
D농가,0.0,6.0,962.25,89.0,11.0,90.18,12,0.19245
D농가,0.0,6.0,1010.9,89.0,11.0,90.91,12,0.20218
D농가,0.0,6.0,1242.47,89.49,11.49,90.58,12,0.248494
D농가,0.0,6.0,2104.22,83.61,14.8,88.92,12,0.42084399999999994
D농가,0.28,5.97,1876.06,85.61,17.0,82.51,12,0.375212
D농가,1.0,6.0,1406.1,86.57,18.71,79.32,12,0.28121999999999997
D농가,1.0,6.0,1032.88,86.56,21.56,72.15,12,0.206576
D농가,0.97,5.91,623.94,82.35,22.41,67.02,12,0.12478800000000001
D농가,1.0,6.0,325.38,79.53,23.0,60.29,12,0.065076
D농가,1.0,6.0,294.66,75.79,21.37,61.7,12,0.058932000000000005
D농가,1.0,6.0,345.44,81.33,17.62,73.28,12,0.069088
D농가,1.0,6.0,393.97,84.65,15.71,75.08,12,0.078794
D농가,1.0,6.0,437.62,87.23,15.0,78.86,12,0.087524
D농가,1.0,6.0,484.95,88.77,14.24,80.24,12,0.09698999999999999
D농가,1.0,6.0,538.14,88.14,13.53,78.31,12,0.107628
D농가,1.0,6.0,585.29,89.0,13.0,73.38,12,0.117058
D농가,1.0,6.0,626.42,88.93,12.61,72.98,12,0.12528399999999998
D농가,1.0,6.0,659.98,89.49,12.54,68.54,12,0.131996
D농가,1.0,6.0,692.54,90.0,13.0,67.84,12,0.138508
D농가,1.0,6.0,725.09,90.0,12.86,60.55,12,0.145018
D농가,1.0,6.0,770.05,89.45,12.0,62.54,12,0.15400999999999998
D농가,1.0,6.0,814.68,89.16,12.0,62.03,12,0.162936
D농가,1.0,6.0,851.67,89.99,11.33,66.08,12,0.17033399999999999
D농가,1.0,6.0,900.86,89.0,11.0,79.46,12,0.180172
D농가,1.0,6.0,947.36,89.0,10.18,79.74,12,0.189472
D농가,1.0,6.0,987.35,89.0,10.0,85.29,12,0.19747
D농가,1.0,6.0,1716.97,86.0,18.44,61.32,12,0.34339400000000003
D농가,0.97,5.89,1231.39,81.16,22.53,52.25,12,0.24627800000000002
D농가,0.78,6.0,428.32,52.62,27.05,48.34,12,0.085664
D농가,0.0,6.0,321.52,33.65,27.7,50.74,12,0.064304
D농가,0.0,6.0,317.56,33.43,25.91,49.23,12,0.063512
D농가,0.0,6.0,323.42,33.0,26.13,44.37,12,0.064684
D농가,0.0,6.0,299.72,43.03,27.68,47.29,12,0.059944000000000004
D농가,0.0,6.0,280.02,62.93,24.22,51.57,12,0.056004
D농가,0.0,6.0,315.99,76.2,17.56,62.91,12,0.063198
D농가,0.0,6.0,378.68,80.85,13.44,75.79,12,0.075736
D농가,0.0,6.0,433.11,83.86,12.0,80.78,12,0.086622
D농가,0.0,6.0,487.14,86.95,12.0,81.68,12,0.097428
D농가,0.0,6.0,543.92,87.0,12.0,80.34,12,0.10878399999999999
D농가,0.0,6.0,594.46,87.72,12.0,74.37,12,0.11889200000000001
D농가,0.0,6.0,644.67,88.0,12.0,73.95,12,0.128934
D농가,0.0,6.0,691.56,88.0,12.0,80.99,13,0.138312
D농가,0.0,6.0,740.8,88.0,11.48,85.9,13,0.14816
D농가,0.0,6.0,788.86,88.0,11.0,87.06,13,0.157772
D농가,0.0,6.0,831.64,88.0,11.0,90.66,13,0.166328
D농가,0.0,6.0,879.93,88.01,11.0,91.19,13,0.175986
D농가,0.0,6.0,925.72,88.76,11.0,91.17,13,0.185144
D농가,0.0,6.0,972.4,89.0,11.0,90.86,13,0.19448
D농가,0.0,6.0,1013.51,89.0,11.0,91.07,13,0.202702
D농가,0.0,6.0,1411.58,87.66,13.43,88.91,13,0.282316
D농가,0.87,5.98,1206.03,86.66,17.28,79.21,13,0.241206
D농가,0.97,5.88,650.02,76.49,22.37,62.4,13,0.130004
D농가,0.96,5.84,343.7,46.27,21.88,51.91,13,0.06874
D농가,0.96,5.84,345.61,42.13,23.87,48.7,13,0.069122
D농가,1.01,6.0,345.58,38.98,23.77,45.97,13,0.069116
D농가,0.97,5.85,341.45,38.66,24.55,46.41,13,0.06829
D농가,1.0,5.99,325.31,40.27,29.5,50.08,13,0.065062
D농가,1.0,6.0,316.83,52.45,26.29,55.17,13,0.06336599999999999
D농가,1.0,6.0,347.93,76.49,20.23,65.15,13,0.069586
D농가,1.0,6.0,416.26,83.21,16.62,71.03,13,0.08325199999999999
D농가,1.0,6.0,478.18,85.63,15.09,73.44,13,0.095636
D농가,1.0,6.0,531.97,86.59,14.11,72.71,13,0.106394
D농가,1.0,6.0,584.37,87.87,14.0,71.95,13,0.116874
D농가,1.0,6.0,626.37,88.13,14.0,73.18,13,0.125274
D농가,1.0,6.0,661.94,89.03,14.0,71.01,13,0.132388
D농가,1.0,6.0,699.31,89.2,14.0,73.01,13,0.139862
D농가,1.0,6.0,749.8,88.73,13.28,79.7,13,0.14995999999999998
D농가,1.0,6.0,794.65,88.67,13.0,87.81,13,0.15893
D농가,1.0,6.0,828.46,88.52,12.13,90.37,13,0.165692
D농가,1.0,6.0,857.38,88.69,11.8,91.46,13,0.171476
D농가,0.88,6.0,890.53,88.74,11.0,92.51,13,0.178106
D농가,0.0,6.0,934.47,89.09,11.01,93.56,13,0.186894
D농가,0.0,6.0,2174.16,86.78,14.41,94.0,13,0.434832
D농가,0.0,6.0,2299.65,85.56,14.47,93.47,13,0.45993
D농가,0.97,5.91,1888.04,89.33,18.11,82.91,13,0.377608
D농가,0.97,5.86,713.35,82.98,22.91,68.49,13,0.14267
D농가,0.96,5.84,358.78,53.43,27.86,61.88,13,0.071756
D농가,0.97,5.84,337.08,45.28,25.52,59.3,13,0.067416
D농가,1.0,6.0,338.49,41.69,26.78,56.69,13,0.06769800000000001
D농가,0.97,5.84,331.97,39.2,28.24,54.37,13,0.06639400000000001
D농가,1.0,6.0,326.04,45.13,27.61,57.77,13,0.065208
D농가,1.0,6.0,318.68,58.22,26.05,62.91,13,0.063736
D농가,1.0,6.0,331.53,76.48,20.41,78.4,13,0.06630599999999999
D농가,1.0,6.0,394.74,82.68,16.61,87.62,13,0.078948
D농가,1.0,6.0,452.29,84.97,14.82,89.86,13,0.09045800000000001
D농가,1.0,6.0,500.07,87.16,14.42,89.47,13,0.10001399999999999
D농가,1.0,6.0,547.69,88.3,14.77,89.18,13,0.10953800000000001
D농가,1.0,6.0,599.03,89.0,15.0,87.95,13,0.119806
D농가,1.0,6.0,645.9,89.0,15.0,88.91,13,0.12918
D농가,1.0,6.0,689.04,89.39,15.0,89.25,13,0.13780799999999999
D농가,1.0,6.0,728.56,90.0,15.0,88.32,13,0.14571199999999998
D농가,1.0,6.0,766.18,90.19,15.0,87.55,13,0.15323599999999998
D농가,1.0,6.0,800.51,91.0,15.0,87.62,13,0.160102
D농가,1.0,6.0,838.94,91.0,15.0,87.39,13,0.16778800000000002
D농가,1.0,6.0,876.84,91.0,15.0,87.85,13,0.175368
D농가,1.0,6.0,919.03,91.0,15.0,89.29,13,0.183806
D농가,1.0,6.0,957.31,91.0,15.0,89.65,13,0.191462
D농가,0.92,6.0,940.16,91.21,15.59,89.85,13,0.188032
D농가,0.97,5.89,773.21,91.09,18.8,82.86,13,0.154642
D농가,0.97,5.83,411.52,66.74,23.44,74.61,13,0.082304
D농가,0.96,5.86,335.16,55.86,25.53,69.21,13,0.06703200000000001
D농가,0.11,5.88,332.21,50.46,27.7,62.97,13,0.066442
D농가,0.33,5.94,331.48,38.28,30.97,56.31,13,0.06629600000000001
D농가,1.0,6.0,329.75,35.54,30.48,52.69,13,0.06595
D농가,1.0,6.0,335.81,49.97,26.22,61.46,13,0.067162
D농가,1.0,6.0,348.33,65.91,22.32,66.83,13,0.06966599999999999
D농가,1.0,6.0,380.92,79.5,19.49,76.23,13,0.076184
D농가,1.0,6.0,454.52,86.52,17.99,79.22,13,0.090904
D농가,1.0,6.0,515.18,88.31,17.0,70.78,13,0.10303599999999999
D농가,1.0,6.0,569.14,89.22,17.0,65.98,13,0.113828
D농가,1.0,6.0,617.86,90.0,17.0,64.95,13,0.123572
D농가,1.0,6.0,659.53,90.0,17.0,65.26,13,0.131906
D농가,1.0,6.0,703.65,90.0,17.0,66.71,13,0.14073
D농가,1.0,6.0,743.36,90.4,16.96,66.38,13,0.148672
D농가,1.0,6.0,782.71,91.0,16.47,66.23,13,0.15654200000000001
D농가,1.0,6.0,823.92,91.0,16.0,66.67,13,0.16478399999999999
D농가,1.0,6.0,861.36,91.0,16.0,67.21,13,0.172272
D농가,1.0,6.0,905.1,91.0,15.05,67.83,13,0.18102000000000001
D농가,1.0,6.0,949.84,91.0,15.0,67.65,13,0.189968
D농가,1.0,6.0,989.36,91.0,15.0,69.3,13,0.197872
D농가,1.0,6.0,1020.49,91.7,15.0,70.58,13,0.204098
D농가,1.0,6.0,1040.71,92.0,15.68,72.41,13,0.208142
D농가,0.53,6.0,911.66,91.65,17.0,76.49,13,0.182332
D농가,0.0,6.0,508.66,89.16,16.88,84.66,13,0.101732
D농가,0.0,6.0,386.66,88.47,17.0,87.74,13,0.07733200000000001
D농가,0.0,6.0,382.11,87.95,16.5,89.63,13,0.076422
D농가,0.0,6.0,363.0,90.59,15.1,89.01,13,0.0726
D농가,0.0,6.0,356.68,91.41,16.0,89.15,13,0.071336
D농가,0.0,6.0,370.15,90.8,16.0,89.5,13,0.07403
D농가,0.0,6.0,409.89,89.24,15.24,90.82,13,0.081978
D농가,0.0,6.0,456.09,90.0,15.0,92.2,13,0.091218
D농가,0.0,6.0,510.54,90.87,15.0,92.99,13,0.102108
D농가,0.0,6.0,555.97,91.0,15.0,92.38,13,0.111194
D농가,0.0,6.0,591.32,91.0,15.0,90.28,13,0.11826400000000001
D농가,0.0,6.0,628.34,91.0,15.0,89.16,13,0.125668
D농가,0.0,6.0,659.11,91.0,14.48,89.78,13,0.131822
D농가,0.0,6.0,886.94,92.2,14.85,88.78,13,0.17738800000000002
D농가,0.0,6.0,1048.88,90.82,15.0,87.03,13,0.20977600000000002
D농가,0.0,6.0,1112.84,92.74,14.24,85.67,13,0.222568
D농가,0.0,6.0,1139.22,93.97,14.0,85.81,13,0.22784400000000002
D농가,0.0,6.0,1164.47,93.97,14.0,85.86,13,0.23289400000000002
D농가,0.0,6.0,1187.46,93.1,13.51,86.89,13,0.237492
D농가,0.0,6.0,1209.97,93.0,13.0,86.64,13,0.24199400000000001
D농가,0.0,6.0,1227.97,92.91,13.0,84.98,13,0.245594
D농가,0.0,6.0,1254.76,92.87,12.99,83.28,13,0.250952
D농가,0.0,6.0,1259.41,93.0,13.21,81.65,13,0.251882
D농가,0.07,6.0,1132.0,92.96,15.47,79.69,13,0.2264
D농가,0.99,6.0,568.47,89.09,17.95,75.84,13,0.113694
D농가,1.0,6.0,318.26,85.33,18.62,74.17,13,0.063652
D농가,1.0,6.0,234.97,88.22,19.83,71.44,13,0.046994
D농가,1.0,6.0,233.21,85.06,21.5,69.7,13,0.046642
D농가,1.0,6.0,248.47,74.85,24.64,65.96,13,0.049694
D농가,1.0,6.0,316.25,62.97,24.81,68.16,13,0.06325
D농가,1.0,6.0,378.8,77.61,18.09,73.38,13,0.07576000000000001
D농가,1.0,6.0,408.7,85.32,15.47,75.3,13,0.08174
D농가,1.0,6.0,446.34,87.7,14.21,77.04,13,0.089268
D농가,1.0,6.0,489.76,88.13,13.41,80.76,13,0.097952
D농가,1.0,6.0,532.91,89.15,13.0,80.75,13,0.106582
D농가,1.0,6.0,573.69,90.0,13.0,81.51,13,0.114738
D농가,1.0,6.0,658.81,90.0,13.0,82.47,13,0.131762
D농가,1.0,6.0,678.0,89.62,12.25,84.46,13,0.1356
D농가,1.0,6.0,702.53,90.01,12.05,83.8,13,0.140506
D농가,1.0,6.0,727.3,90.99,12.97,83.34,13,0.14545999999999998
D농가,1.0,6.0,754.41,91.0,13.0,84.12,13,0.150882
D농가,1.0,6.0,782.06,91.0,13.0,83.05,13,0.156412
D농가,1.0,6.0,806.28,91.0,13.0,83.79,13,0.16125599999999998
D농가,1.0,6.0,828.95,91.0,12.59,84.32,13,0.16579000000000002
D농가,1.0,6.0,850.12,91.0,12.0,85.25,13,0.170024
D농가,1.0,6.0,876.33,91.0,12.0,85.1,13,0.175266
D농가,0.61,5.98,844.51,91.0,13.26,83.31,13,0.168902
D농가,0.97,5.94,625.58,90.93,18.17,68.47,13,0.125116
D농가,1.0,6.0,360.16,75.43,24.44,61.94,13,0.072032
D농가,0.97,5.9,334.55,37.27,27.11,57.11,13,0.06691
D농가,0.96,5.86,331.38,38.39,25.39,59.74,13,0.066276
D농가,0.97,5.85,336.47,34.71,27.58,55.7,13,0.067294
D농가,1.0,6.0,333.37,46.63,19.97,58.13,13,0.066674
D농가,1.0,6.0,331.72,61.52,18.52,62.25,13,0.066344
D농가,1.0,6.0,321.02,75.63,19.04,62.53,13,0.064204
D농가,1.0,6.0,364.94,83.22,16.7,66.36,13,0.072988
D농가,1.0,6.0,411.59,86.41,15.12,65.27,13,0.08231799999999999
D농가,1.0,6.0,459.97,88.43,14.77,66.86,13,0.091994
D농가,1.0,6.0,506.72,89.0,14.0,69.81,13,0.101344
D농가,1.0,6.0,550.91,89.34,14.0,70.09,13,0.11018199999999999
D농가,1.0,6.0,590.1,90.0,14.0,69.68,13,0.11802
D농가,1.0,6.0,627.24,90.0,14.0,70.42,13,0.125448
D농가,1.0,6.0,668.16,90.0,14.0,71.79,13,0.133632
D농가,1.0,6.0,704.59,90.76,14.0,71.48,13,0.14091800000000002
D농가,1.0,6.0,734.78,91.0,14.0,70.32,13,0.146956
D농가,1.0,6.0,762.23,91.0,14.0,71.71,13,0.152446
D농가,1.0,6.0,791.45,91.0,13.42,72.12,13,0.15829000000000001
D농가,1.0,6.0,814.72,91.0,13.84,71.24,13,0.162944
D농가,1.0,6.0,829.52,91.0,13.45,70.88,13,0.165904
D농가,1.0,6.0,854.73,91.0,13.69,70.21,13,0.17094600000000001
D농가,0.97,5.97,881.79,91.73,14.0,71.03,13,0.176358
D농가,0.96,5.97,868.35,92.0,14.71,68.83,13,0.17367
D농가,1.0,6.0,761.28,91.47,15.07,69.28,13,0.152256
D농가,1.0,6.0,445.34,89.64,15.92,71.9,13,0.089068
D농가,1.0,6.0,357.29,88.24,17.0,71.84,13,0.07145800000000001
D농가,1.0,6.0,358.91,88.2,16.05,76.52,13,0.071782
D농가,1.0,6.0,365.42,87.34,15.69,82.49,13,0.07308400000000001
D농가,1.0,6.0,372.75,87.23,15.13,87.53,13,0.07455
D농가,1.0,6.0,529.37,89.84,15.13,89.52,13,0.105874
D농가,1.0,6.0,917.55,90.29,15.47,89.99,13,0.18350999999999998
D농가,1.0,6.0,1340.59,89.56,15.35,90.0,13,0.26811799999999997
D농가,1.0,6.0,1764.08,89.49,15.36,89.33,13,0.35281599999999996
D농가,1.0,6.0,1788.76,89.18,14.42,89.49,13,0.357752
D농가,1.0,6.0,1769.45,90.74,14.0,90.8,13,0.35389
D농가,1.0,6.0,1772.94,91.02,14.0,90.35,13,0.354588
D농가,1.0,6.0,1778.31,91.9,14.0,92.0,13,0.355662
D농가,1.0,6.0,1788.73,92.0,14.0,92.0,14,0.357746
D농가,1.0,6.0,1804.26,92.0,14.0,92.74,14,0.360852
D농가,1.0,6.0,1826.8,92.0,14.0,93.95,14,0.36536
D농가,1.0,6.0,1828.77,92.0,14.0,94.43,14,0.365754
D농가,1.0,6.0,1830.5,92.0,14.0,95.0,14,0.3661
D농가,1.0,6.0,1841.19,92.0,14.0,95.0,14,0.368238
D농가,1.0,6.0,1873.38,92.0,14.0,95.97,14,0.374676
D농가,1.0,6.0,1907.52,92.03,14.0,96.0,14,0.381504
D농가,0.99,6.0,1923.01,92.75,14.54,94.72,14,0.384602
D농가,1.0,6.0,1867.68,93.0,15.0,92.62,14,0.37353600000000003
D농가,1.0,6.0,1743.27,93.0,15.92,92.12,14,0.348654
D농가,1.0,6.0,1624.23,92.79,16.0,91.33,14,0.324846
D농가,1.0,6.0,1491.47,92.57,16.66,91.61,14,0.298294
D농가,1.0,6.0,1377.78,91.49,15.93,91.63,14,0.27555599999999997
D농가,1.0,6.0,1282.88,91.0,15.0,90.44,14,0.256576
D농가,1.0,6.0,1245.37,91.19,14.33,87.16,14,0.249074
D농가,1.0,6.0,370.57,78.48,18.61,84.78,14,0.074114
D농가,1.0,6.0,390.34,82.12,13.8,92.52,14,0.078068
D농가,0.3,6.0,437.05,87.22,11.74,94.77,14,0.08741
D농가,0.0,6.0,492.89,88.54,11.0,85.9,14,0.098578
D농가,0.0,6.0,541.31,89.0,10.63,89.72,14,0.10826199999999998
D농가,0.0,6.0,581.11,89.0,10.0,85.61,14,0.116222
D농가,0.0,6.0,603.92,89.0,10.0,85.21,14,0.12078399999999999
D농가,1.0,6.0,2336.38,82.64,18.29,48.64,14,0.467276
D농가,0.97,5.97,2005.34,79.74,21.51,48.21,14,0.401068
D농가,0.97,5.9,1240.49,65.81,26.34,46.22,14,0.248098
D농가,0.97,5.88,649.16,58.13,27.12,47.45,14,0.129832
D농가,1.0,6.0,463.9,62.41,23.85,49.17,14,0.09278
D농가,1.0,6.0,349.28,73.47,19.78,52.47,14,0.069856
D농가,1.0,6.0,324.99,78.32,15.5,56.9,14,0.064998
D농가,1.0,6.0,360.14,82.9,11.72,57.57,14,0.072028
D농가,1.0,6.0,409.76,86.53,11.0,60.91,14,0.081952
D농가,1.0,6.0,458.18,87.72,10.71,61.3,14,0.091636
D농가,1.0,6.0,504.0,88.0,10.0,64.65,14,0.1008
D농가,1.0,6.0,545.94,88.0,10.0,65.84,14,0.10918800000000001
D농가,1.0,6.0,585.84,88.5,10.0,66.59,14,0.11716800000000001
D농가,1.0,6.0,624.83,89.0,10.0,68.72,14,0.12496600000000001
D농가,1.0,6.0,658.88,89.0,10.0,71.27,14,0.131776
D농가,1.0,6.0,692.05,89.0,10.0,70.06,14,0.13840999999999998
D농가,1.0,6.0,720.66,89.0,10.0,69.19,14,0.14413199999999998
D농가,1.0,6.0,745.55,89.0,9.69,64.33,14,0.14911
D농가,1.0,6.0,771.03,89.0,9.0,60.99,14,0.15420599999999998
D농가,1.0,6.0,797.67,88.04,9.0,67.53,14,0.15953399999999998
D농가,1.0,6.0,816.7,88.78,8.6,75.34,14,0.16334
D농가,1.0,6.0,843.26,88.66,8.0,74.76,14,0.168652
D농가,1.0,6.0,1150.8,89.84,10.56,70.34,14,0.23016
D농가,1.0,6.0,1108.83,86.31,12.72,67.87,14,0.221766
D농가,1.0,6.0,879.64,86.34,14.07,64.79,14,0.175928
D농가,0.97,6.0,645.03,85.79,16.55,61.15,14,0.12900599999999998
D농가,0.98,6.0,466.96,84.98,16.56,60.42,14,0.093392
D농가,1.0,6.0,351.07,85.0,17.0,56.13,14,0.070214
D농가,1.0,6.0,280.11,84.14,16.66,55.65,14,0.056022
D농가,1.0,6.0,254.72,84.53,16.0,57.72,14,0.050944
D농가,1.0,6.0,235.4,83.25,15.17,59.73,14,0.047080000000000004
D농가,1.0,6.0,627.88,84.78,12.95,63.12,14,0.125576
D농가,1.0,6.0,608.88,87.9,11.09,66.1,14,0.121776
D농가,1.0,6.0,627.33,89.0,11.0,68.34,14,0.12546600000000002
D농가,1.0,6.0,652.24,89.07,10.48,74.21,14,0.130448
D농가,1.0,6.0,678.16,89.5,10.0,75.66,14,0.135632
D농가,1.0,6.0,707.88,90.0,10.72,77.88,14,0.141576
D농가,1.0,6.0,733.45,90.0,10.0,88.11,14,0.14669000000000001
D농가,1.0,6.0,755.15,90.0,10.0,90.17,14,0.15103
D농가,1.0,6.0,774.79,90.0,10.0,90.19,14,0.15495799999999998
D농가,1.0,6.0,794.93,90.0,10.0,90.0,14,0.158986
D농가,1.0,6.0,812.97,90.0,10.0,89.7,14,0.16259400000000002
D농가,1.0,6.0,829.63,90.0,10.0,89.69,14,0.165926
D농가,1.0,6.0,835.5,90.0,10.0,88.99,14,0.1671
D농가,1.0,6.0,1644.76,91.31,11.71,89.18,14,0.328952
D농가,1.0,6.0,3070.2,85.42,13.67,87.62,14,0.6140399999999999
D농가,0.93,6.0,3770.65,83.18,13.66,85.02,14,0.75413
D농가,0.0,6.0,3791.76,84.18,13.69,79.03,14,0.758352
D농가,0.28,5.98,3181.22,84.72,15.35,79.37,14,0.6362439999999999
D농가,1.0,6.0,2621.02,83.2,17.0,82.99,14,0.524204
D농가,1.0,6.0,2232.74,81.56,18.33,79.55,14,0.44654799999999994
D농가,1.0,6.0,1771.97,77.13,23.59,75.23,14,0.354394
D농가,0.97,5.97,1135.98,70.43,25.92,67.33,14,0.227196
D농가,1.0,6.0,726.97,71.59,24.96,64.47,14,0.145394
D농가,1.0,6.0,554.03,68.09,22.3,62.4,14,0.11080599999999999
D농가,1.0,6.0,932.53,75.52,14.8,67.22,14,0.186506
D농가,1.0,6.0,1017.28,82.75,10.6,69.36,14,0.203456
D농가,1.0,6.0,1571.09,86.41,10.55,72.79,14,0.314218
D농가,1.0,6.0,2149.51,84.04,10.64,74.21,14,0.42990200000000006
D농가,1.0,6.0,2816.43,83.06,10.72,76.05,14,0.563286
D농가,1.0,6.0,3523.41,83.27,10.68,79.53,14,0.7046819999999999
D농가,1.0,6.0,4111.39,84.08,10.66,83.55,14,0.8222780000000001
D농가,1.0,6.0,4759.9,84.13,10.78,86.4,14,0.9519799999999999
D농가,1.0,6.0,5000.0,84.57,10.73,82.45,14,1.0
D농가,1.0,6.0,5000.0,83.78,10.76,79.09,14,1.0
D농가,1.0,6.0,5000.0,84.41,10.7,78.67,14,1.0
D농가,1.0,6.0,5000.0,82.93,10.86,76.26,14,1.0
D농가,1.0,6.0,5000.0,81.62,10.98,74.77,14,1.0
D농가,1.0,6.0,5000.0,81.03,10.94,71.53,14,1.0
D농가,1.0,6.0,5000.0,82.41,10.86,71.98,14,1.0
D농가,1.0,6.0,5000.0,83.83,10.21,69.3,14,1.0
D농가,0.91,6.0,3746.93,82.36,11.0,64.66,14,0.749386
D농가,0.96,6.0,1167.52,83.38,13.8,62.91,14,0.233504
D농가,0.97,5.98,562.16,81.23,20.57,60.85,14,0.11243199999999999
D농가,0.96,5.91,336.17,77.85,24.53,64.0,14,0.067234
D농가,0.97,5.9,256.93,72.65,26.36,61.6,14,0.051386
D농가,1.0,6.0,351.06,68.06,28.13,59.11,14,0.070212
D농가,1.0,6.0,255.82,71.04,29.85,55.9,14,0.051164
D농가,1.0,6.0,233.47,65.29,26.79,57.11,14,0.046694
D농가,1.0,6.0,299.16,73.59,15.94,64.78,14,0.059832
D농가,1.0,6.0,368.01,82.52,10.81,68.28,14,0.073602
D농가,1.0,6.0,771.73,85.73,10.21,69.53,14,0.154346
D농가,0.43,6.0,1460.34,84.86,10.53,76.44,14,0.292068
D농가,0.0,6.0,2120.69,84.4,10.59,79.52,14,0.424138
D농가,0.0,6.0,2636.96,84.29,10.57,79.43,14,0.527392
D농가,0.0,6.0,3102.3,84.64,10.5,78.53,14,0.62046
D농가,0.0,6.0,3564.82,84.79,10.59,77.92,15,0.712964
D농가,0.0,6.0,3899.34,85.25,10.46,81.91,15,0.779868
D농가,0.0,6.0,4385.41,84.21,10.63,80.41,15,0.8770819999999999
D농가,0.0,6.0,4887.04,82.96,10.76,79.85,15,0.9774079999999999
D농가,0.0,6.0,5000.0,81.92,10.76,78.5,15,1.0
D농가,0.0,6.0,5000.0,81.18,10.88,79.01,15,1.0
D농가,0.0,6.0,5000.0,80.91,10.85,80.84,15,1.0
D농가,0.0,6.0,5000.0,80.84,10.8,82.83,15,1.0
D농가,0.0,6.0,5000.0,82.54,10.42,76.34,15,1.0
D농가,0.52,6.0,5000.0,83.78,13.27,63.09,15,1.0
D농가,0.95,6.0,4999.55,81.93,16.73,58.52,15,0.9999100000000001
D농가,0.96,5.99,2987.91,80.68,19.58,58.4,15,0.597582
D농가,0.95,5.99,870.07,67.47,24.73,55.24,15,0.174014
D농가,0.97,5.98,435.91,50.26,27.96,53.79,15,0.08718200000000001
D농가,1.0,6.0,345.43,48.32,30.87,50.21,15,0.069086
D농가,1.0,6.0,282.61,52.12,32.18,55.14,15,0.056522
D농가,1.0,6.0,258.24,62.56,24.91,56.2,15,0.051648
D농가,1.0,6.0,324.72,71.95,14.79,64.22,15,0.064944
D농가,1.0,6.0,734.37,81.33,10.78,71.56,15,0.146874
D농가,0.84,6.0,1065.59,84.93,10.07,75.62,15,0.21311799999999997
D농가,0.0,6.0,1671.71,85.22,10.53,74.71,15,0.33434200000000003
