"행정구역","2024년01월_계_총인구수","2024년01월_계_연령구간인구수","2024년01월_계_0~9세","2024년01월_계_10~19세","2024년01월_계_20~29세","2024년01월_계_30~39세","2024년01월_계_40~49세","2024년01월_계_50~59세","2024년01월_계_60~69세","2024년01월_계_70~79세","2024년01월_계_80~89세","2024년01월_계_90~99세","2024년01월_계_100세 이상","2024년01월_남_총인구수","2024년01월_남_연령구간인구수","2024년01월_남_0~9세","2024년01월_남_10~19세","2024년01월_남_20~29세","2024년01월_남_30~39세","2024년01월_남_40~49세","2024년01월_남_50~59세","2024년01월_남_60~69세","2024년01월_남_70~79세","2024년01월_남_80~89세","2024년01월_남_90~99세","2024년01월_남_100세 이상","2024년01월_여_총인구수","2024년01월_여_연령구간인구수","2024년01월_여_0~9세","2024년01월_여_10~19세","2024년01월_여_20~29세","2024년01월_여_30~39세","2024년01월_여_40~49세","2024년01월_여_50~59세","2024년01월_여_60~69세","2024년01월_여_70~79세","2024년01월_여_80~89세","2024년01월_여_90~99세","2024년01월_여_100세 이상","2024년02월_계_총인구수","2024년02월_계_연령구간인구수","2024년02월_계_0~9세","2024년02월_계_10~19세","2024년02월_계_20~29세","2024년02월_계_30~39세","2024년02월_계_40~49세","2024년02월_계_50~59세","2024년02월_계_60~69세","2024년02월_계_70~79세","2024년02월_계_80~89세","2024년02월_계_90~99세","2024년02월_계_100세 이상","2024년02월_남_총인구수","2024년02월_남_연령구간인구수","2024년02월_남_0~9세","2024년02월_남_10~19세","2024년02월_남_20~29세","2024년02월_남_30~39세","2024년02월_남_40~49세","2024년02월_남_50~59세","2024년02월_남_60~69세","2024년02월_남_70~79세","2024년02월_남_80~89세","2024년02월_남_90~99세","2024년02월_남_100세 이상","2024년02월_여_총인구수","2024년02월_여_연령구간인구수","2024년02월_여_0~9세","2024년02월_여_10~19세","2024년02월_여_20~29세","2024년02월_여_30~39세","2024년02월_여_40~49세","2024년02월_여_50~59세","2024년02월_여_60~69세","2024년02월_여_70~79세","2024년02월_여_80~89세","2024년02월_여_90~99세","2024년02월_여_100세 이상","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상","2024년04월_계_총인구수","2024년04월_계_연령구간인구수","2024년04월_계_0~9세","2024년04월_계_10~19세","2024년04월_계_20~29세","2024년04월_계_30~39세","2024년04월_계_40~49세","2024년04월_계_50~59세","2024년04월_계_60~69세","2024년04월_계_70~79세","2024년04월_계_80~89세","2024년04월_계_90~99세","2024년04월_계_100세 이상","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"경상북도 안동시 (4717000000)","152,751","152,751","8,391","12,891","14,872","13,910","20,194","25,534","27,215","17,136","10,866","1,708","34","75,440","75,440","4,329","6,798","7,996","7,415","10,250","13,296","13,447","7,760","3,781","364","4","77,311","77,311","4,062","6,093","6,876","6,495","9,944","12,238","13,768","9,376","7,085","1,344","30","152,657","152,657","8,343","12,860","14,862","13,841","20,115","25,593","27,239","17,154","10,882","1,734","34","75,432","75,432","4,299","6,803","7,958","7,431","10,188","13,343","13,460","7,791","3,785","370","4","77,225","77,225","4,044","6,057","6,904","6,410","9,927","12,250","13,779","9,363","7,097","1,364","30","152,733","152,733","8,267","12,904","14,912","13,868","19,997","25,581","27,259","17,225","10,928","1,756","36","75,495","75,495","4,259","6,842","8,024","7,435","10,110","13,346","13,464","7,836","3,801","374","4","77,238","77,238","4,008","6,062","6,888","6,433","9,887","12,235","13,795","9,389","7,127","1,382","32","152,981","152,981","8,217","12,998","15,109","13,887","19,866","25,585","27,328","17,160","11,016","1,780","35","75,663","75,663","4,239","6,886","8,147","7,445","10,051","13,347","13,523","7,824","3,822","375","4","77,318","77,318","3,978","6,112","6,962","6,442","9,815","12,238","13,805","9,336","7,194","1,405","31"
"경상북도 구미시 (4719000000)","405,518","405,518","32,354","43,784","49,065","58,822","71,373","71,378","49,315","18,613","9,364","1,409","41","209,132","209,132","16,566","22,757","28,368","31,794","36,311","35,966","25,445","8,636","3,006","281","2","196,386","196,386","15,788","21,027","20,697","27,028","35,062","35,412","23,870","9,977","6,358","1,128","39","405,333","405,333","32,160","43,709","48,666","58,614","71,425","71,569","49,610","18,735","9,377","1,426","42","209,095","209,095","16,462","22,751","28,163","31,721","36,374","36,020","25,606","8,688","3,018","290","2","196,238","196,238","15,698","20,958","20,503","26,893","35,051","35,549","24,004","10,047","6,359","1,136","40","405,189","405,189","31,907","43,619","48,441","58,643","71,300","71,589","49,877","18,909","9,414","1,448","42","209,104","209,104","16,333","22,701","28,124","31,765","36,305","36,002","25,758","8,777","3,032","305","2","196,085","196,085","15,574","20,918","20,317","26,878","34,995","35,587","24,119","10,132","6,382","1,143","40","404,966","404,966","31,657","43,578","48,240","58,649","71,077","71,658","50,143","19,020","9,445","1,457","42","209,032","209,032","16,194","22,702","28,013","31,800","36,213","36,006","25,900","8,847","3,045","310","2","195,934","195,934","15,463","20,876","20,227","26,849","34,864","35,652","24,243","10,173","6,400","1,147","40"
"경상북도 영주시 (4721000000)","100,100","100,100","4,832","8,862","8,861","7,570","12,258","17,187","19,210","12,382","7,721","1,185","32","49,727","49,727","2,505","4,734","5,061","4,182","6,251","8,939","9,391","5,625","2,775","258","6","50,373","50,373","2,327","4,128","3,800","3,388","6,007","8,248","9,819","6,757","4,946","927","26","99,966","99,966","4,805","8,834","8,783","7,541","12,199","17,200","19,200","12,401","7,759","1,211","33","49,672","49,672","2,503","4,719","5,019","4,173","6,209","8,962","9,392","5,628","2,798","263","6","50,294","50,294","2,302","4,115","3,764","3,368","5,990","8,238","9,808","6,773","4,961","948","27","100,072","100,072","4,750","8,991","8,793","7,526","12,131","17,156","19,223","12,438","7,790","1,240","34","49,729","49,729","2,470","4,799","5,027","4,177","6,170","8,942","9,407","5,647","2,809","275","6","50,343","50,343","2,280","4,192","3,766","3,349","5,961","8,214","9,816","6,791","4,981","965","28","99,960","99,960","4,708","8,932","8,802","7,516","12,020","17,188","19,244","12,422","7,836","1,257","35","49,652","49,652","2,441","4,776","5,026","4,159","6,115","8,947","9,432","5,636","2,831","283","6","50,308","50,308","2,267","4,156","3,776","3,357","5,905","8,241","9,812","6,786","5,005","974","29"
"경상북도 영천시 (4723000000)","100,110","100,110","4,944","6,230","8,288","8,598","11,495","17,700","20,594","13,252","7,898","1,094","17","51,133","51,133","2,526","3,265","4,974","4,704","6,364","9,563","10,641","6,213","2,641","241","1","48,977","48,977","2,418","2,965","3,314","3,894","5,131","8,137","9,953","7,039","5,257","853","16","100,206","100,206","4,910","6,282","8,241","8,588","11,479","17,699","20,688","13,272","7,910","1,120","17","51,170","51,170","2,493","3,294","4,939","4,702","6,350","9,565","10,696","6,230","2,654","246","1","49,036","49,036","2,417","2,988","3,302","3,886","5,129","8,134","9,992","7,042","5,256","874","16","100,195","100,195","4,886","6,287","8,177","8,562","11,412","17,717","20,786","13,293","7,925","1,133","17","51,208","51,208","2,477","3,316","4,914","4,693","6,319","9,570","10,752","6,254","2,663","249","1","48,987","48,987","2,409","2,971","3,263","3,869","5,093","8,147","10,034","7,039","5,262","884","16","100,146","100,146","4,851","6,284","8,153","8,542","11,318","17,722","20,912","13,252","7,952","1,144","16","51,208","51,208","2,457","3,307","4,912","4,681","6,276","9,568","10,827","6,249","2,674","256","1","48,938","48,938","2,394","2,977","3,241","3,861","5,042","8,154","10,085","7,003","5,278","888","15"
"경상북도 상주시 (4725000000)","93,645","93,645","4,246","7,185","6,832","6,447","10,310","15,475","19,819","12,639","9,075","1,570","47","46,064","46,064","2,189","3,786","3,960","3,450","5,433","8,205","10,046","5,736","2,943","315","1","47,581","47,581","2,057","3,399","2,872","2,997","4,877","7,270","9,773","6,903","6,132","1,255","46","93,441","93,441","4,219","7,183","6,748","6,400","10,238","15,467","19,821","12,646","9,079","1,592","48","45,947","45,947","2,170","3,778","3,904","3,430","5,408","8,187","10,061","5,745","2,945","318","1","47,494","47,494","2,049","3,405","2,844","2,970","4,830","7,280","9,760","6,901","6,134","1,274","47","93,418","93,418","4,191","7,283","6,710","6,384","10,144","15,450","19,828","12,707","9,060","1,614","47","45,969","45,969","2,159","3,848","3,894","3,409","5,354","8,183","10,063","5,800","2,939","319","1","47,449","47,449","2,032","3,435","2,816","2,975","4,790","7,267","9,765","6,907","6,121","1,295","46","93,212","93,212","4,155","7,225","6,631","6,383","10,073","15,414","19,848","12,731","9,089","1,613","50","45,907","45,907","2,139","3,824","3,850","3,417","5,322","8,171","10,092","5,832","2,942","317","1","47,305","47,305","2,016","3,401","2,781","2,966","4,751","7,243","9,756","6,899","6,147","1,296","49"
"경상북도 문경시 (4728000000)","68,529","68,529","3,199","5,098","5,388","4,896","7,796","11,254","14,375","9,360","6,171","958","34","33,643","33,643","1,653","2,752","3,035","2,589","4,106","5,894","7,188","4,210","2,011","201","4","34,886","34,886","1,546","2,346","2,353","2,307","3,690","5,360","7,187","5,150","4,160","757","30","68,369","68,369","3,176","5,086","5,328","4,847","7,762","11,223","14,402","9,360","6,170","980","35","33,574","33,574","1,639","2,758","3,002","2,577","4,079","5,882","7,195","4,216","2,015","207","4","34,795","34,795","1,537","2,328","2,326","2,270","3,683","5,341","7,207","5,144","4,155","773","31","68,232","68,232","3,145","5,121","5,238","4,830","7,692","11,202","14,428","9,388","6,161","994","33","33,519","33,519","1,625","2,778","2,952","2,581","4,034","5,873","7,215","4,240","2,012","205","4","34,713","34,713","1,520","2,343","2,286","2,249","3,658","5,329","7,213","5,148","4,149","789","29","68,205","68,205","3,128","5,110","5,231","4,818","7,660","11,193","14,452","9,361","6,212","1,007","33","33,484","33,484","1,611","2,767","2,946","2,564","4,034","5,854","7,244","4,229","2,021","210","4","34,721","34,721","1,517","2,343","2,285","2,254","3,626","5,339","7,208","5,132","4,191","797","29"
"경상북도 경산시 (4729000000)","265,801","265,801","16,660","22,764","34,666","30,826","39,347","46,814","40,191","21,821","11,218","1,458","36","133,593","133,593","8,488","11,611","19,067","16,858","20,176","23,419","19,823","9,839","3,981","330","1","132,208","132,208","8,172","11,153","15,599","13,968","19,171","23,395","20,368","11,982","7,237","1,128","35","265,738","265,738","16,507","22,874","34,497","30,738","39,263","46,927","40,261","21,894","11,274","1,468","35","133,550","133,550","8,417","11,657","18,965","16,832","20,126","23,469","19,866","9,879","4,008","330","1","132,188","132,188","8,090","11,217","15,532","13,906","19,137","23,458","20,395","12,015","7,266","1,138","34","266,075","266,075","16,381","22,908","34,779","30,758","39,080","46,876","40,440","22,011","11,309","1,499","34","133,748","133,748","8,359","11,661","19,109","16,872","20,055","23,432","19,948","9,943","4,030","338","1","132,327","132,327","8,022","11,247","15,670","13,886","19,025","23,444","20,492","12,068","7,279","1,161","33","266,169","266,169","16,257","22,911","34,931","30,717","38,918","46,912","40,584","21,974","11,407","1,523","35","133,830","133,830","8,283","11,650","19,203","16,877","19,975","23,435","20,038","9,954","4,070","344","1","132,339","132,339","7,974","11,261","15,728","13,840","18,943","23,477","20,546","12,020","7,337","1,179","34"
"경상북도 의성군 (4773000000)","49,882","49,882","1,619","2,086","2,463","2,860","4,092","7,777","12,504","8,749","6,651","1,053","28","24,728","24,728","840","1,107","1,432","1,606","2,392","4,367","6,448","4,052","2,247","235","2","25,154","25,154","779","979","1,031","1,254","1,700","3,410","6,056","4,697","4,404","818","26","49,727","49,727","1,598","2,054","2,435","2,840","4,060","7,752","12,471","8,775","6,653","1,063","26","24,655","24,655","831","1,084","1,409","1,589","2,384","4,362","6,429","4,069","2,255","241","2","25,072","25,072","767","970","1,026","1,251","1,676","3,390","6,042","4,706","4,398","822","24","49,696","49,696","1,585","2,104","2,389","2,859","4,033","7,687","12,475","8,801","6,658","1,082","23","24,690","24,690","829","1,132","1,383","1,610","2,369","4,337","6,438","4,089","2,258","244","1","25,006","25,006","756","972","1,006","1,249","1,664","3,350","6,037","4,712","4,400","838","22","49,588","49,588","1,583","2,095","2,351","2,841","4,021","7,640","12,467","8,800","6,673","1,092","25","24,650","24,650","830","1,126","1,365","1,606","2,347","4,318","6,444","4,106","2,259","248","1","24,938","24,938","753","969","986","1,235","1,674","3,322","6,023","4,694","4,414","844","24"
"경상북도 청송군 (4775000000)","24,034","24,034","819","1,048","1,377","1,499","2,060","4,087","5,916","3,988","2,826","409","5","12,061","12,061","426","541","834","917","1,149","2,242","3,013","1,866","976","96","1","11,973","11,973","393","507","543","582","911","1,845","2,903","2,122","1,850","313","4","23,963","23,963","809","1,043","1,349","1,481","2,042","4,067","5,937","3,979","2,840","411","5","12,018","12,018","422","541","816","912","1,132","2,231","3,026","1,867","972","98","1","11,945","11,945","387","502","533","569","910","1,836","2,911","2,112","1,868","313","4","23,950","23,950","805","1,031","1,335","1,481","2,033","4,043","5,947","3,995","2,859","415","6","12,006","12,006","420","530","804","904","1,133","2,217","3,038","1,885","973","101","1","11,944","11,944","385","501","531","577","900","1,826","2,909","2,110","1,886","314","5","23,935","23,935","807","1,031","1,337","1,476","2,019","4,035","5,954","3,991","2,861","418","6","12,010","12,010","424","525","807","909","1,120","2,224","3,037","1,891","972","100","1","11,925","11,925","383","506","530","567","899","1,811","2,917","2,100","1,889","318","5"
"경상북도 영양군 (4776000000)","15,642","15,642","520","867","865","885","1,403","2,659","3,719","2,478","1,949","285","12","7,807","7,807","263","452","493","489","809","1,550","1,911","1,133","654","51","2","7,835","7,835","257","415","372","396","594","1,109","1,808","1,345","1,295","234","10","15,587","15,587","520","857","841","867","1,400","2,659","3,720","2,475","1,945","291","12","7,789","7,789","263","451","487","479","809","1,549","1,917","1,129","652","52","1","7,798","7,798","257","406","354","388","591","1,110","1,803","1,346","1,293","239","11","15,553","15,553","517","848","841","875","1,368","2,648","3,730","2,468","1,953","292","13","7,763","7,763","260","446","490","481","790","1,545","1,917","1,126","656","51","1","7,790","7,790","257","402","351","394","578","1,103","1,813","1,342","1,297","241","12","15,517","15,517","512","850","830","874","1,352","2,649","3,732","2,448","1,967","290","13","7,747","7,747","257","448","481","482","776","1,552","1,916","1,128","656","50","1","7,770","7,770","255","402","349","392","576","1,097","1,816","1,320","1,311","240","12"
"경상북도 영덕군 (4777000000)","33,982","33,982","1,201","1,857","1,926","1,959","3,251","5,704","7,566","5,532","4,332","638","16","16,227","16,227","597","961","1,131","1,035","1,727","3,132","3,747","2,393","1,363","140","1","17,755","17,755","604","896","795","924","1,524","2,572","3,819","3,139","2,969","498","15","33,898","33,898","1,195","1,845","1,896","1,934","3,231","5,690","7,574","5,531","4,337","649","16","16,194","16,194","594","955","1,115","1,019","1,715","3,142","3,746","2,399","1,365","143","1","17,704","17,704","601","890","781","915","1,516","2,548","3,828","3,132","2,972","506","15","33,782","33,782","1,181","1,843","1,851","1,943","3,191","5,651","7,583","5,542","4,318","663","16","16,154","16,154","588","954","1,092","1,032","1,690","3,123","3,765","2,404","1,361","144","1","17,628","17,628","593","889","759","911","1,501","2,528","3,818","3,138","2,957","519","15","33,711","33,711","1,168","1,842","1,826","1,930","3,168","5,636","7,601","5,518","4,340","665","17","16,113","16,113","586","959","1,067","1,026","1,669","3,125","3,776","2,387","1,374","143","1","17,598","17,598","582","883","759","904","1,499","2,511","3,825","3,131","2,966","522","16"
"경상북도 청도군 (4782000000)","41,267","41,267","1,224","2,117","2,216","2,265","3,925","6,834","10,240","7,041","4,565","824","16","20,461","20,461","632","1,079","1,269","1,235","2,186","3,653","5,318","3,364","1,556","168","1","20,806","20,806","592","1,038","947","1,030","1,739","3,181","4,922","3,677","3,009","656","15","41,184","41,184","1,209","2,110","2,166","2,252","3,911","6,806","10,269","7,055","4,566","824","16","20,433","20,433","622","1,073","1,247","1,233","2,169","3,651","5,334","3,373","1,563","167","1","20,751","20,751","587","1,037","919","1,019","1,742","3,155","4,935","3,682","3,003","657","15","41,144","41,144","1,211","2,097","2,132","2,248","3,880","6,777","10,302","7,074","4,575","832","16","20,412","20,412","621","1,060","1,224","1,232","2,156","3,646","5,350","3,396","1,556","170","1","20,732","20,732","590","1,037","908","1,016","1,724","3,131","4,952","3,678","3,019","662","15","41,140","41,140","1,210","2,086","2,112","2,249","3,866","6,740","10,366","7,071","4,586","836","18","20,413","20,413","623","1,048","1,218","1,230","2,143","3,635","5,393","3,395","1,557","170","1","20,727","20,727","587","1,038","894","1,019","1,723","3,105","4,973","3,676","3,029","666","17"
"경상북도 고령군 (4783000000)","30,025","30,025","1,048","1,751","2,043","1,824","3,204","5,528","6,946","4,393","2,849","431","8","15,436","15,436","529","944","1,192","1,000","1,773","3,129","3,721","2,104","950","94","0","14,589","14,589","519","807","851","824","1,431","2,399","3,225","2,289","1,899","337","8","30,006","30,006","1,040","1,747","2,015","1,830","3,210","5,516","6,967","4,386","2,856","429","10","15,436","15,436","529","942","1,181","997","1,782","3,124","3,730","2,099","957","94","1","14,570","14,570","511","805","834","833","1,428","2,392","3,237","2,287","1,899","335","9","30,050","30,050","1,038","1,754","1,994","1,847","3,198","5,519","6,994","4,390","2,866","440","10","15,477","15,477","531","951","1,172","1,009","1,773","3,125","3,752","2,103","962","98","1","14,573","14,573","507","803","822","838","1,425","2,394","3,242","2,287","1,904","342","9","30,190","30,190","1,028","1,753","2,011","1,883","3,203","5,534","7,061","4,378","2,877","452","10","15,549","15,549","523","954","1,175","1,035","1,778","3,131","3,782","2,097","975","98","1","14,641","14,641","505","799","836","848","1,425","2,403","3,279","2,281","1,902","354","9"
"경상북도 성주군 (4784000000)","42,038","42,038","1,503","2,116","2,586","2,952","4,152","7,548","10,452","6,405","3,672","638","14","21,982","21,982","763","1,121","1,585","1,688","2,445","4,217","5,638","3,119","1,262","141","3","20,056","20,056","740","995","1,001","1,264","1,707","3,331","4,814","3,286","2,410","497","11","42,001","42,001","1,478","2,119","2,538","2,942","4,133","7,566","10,472","6,422","3,678","641","12","21,967","21,967","751","1,122","1,554","1,687","2,431","4,241","5,647","3,124","1,265","142","3","20,034","20,034","727","997","984","1,255","1,702","3,325","4,825","3,298","2,413","499","9","41,971","41,971","1,473","2,142","2,494","2,935","4,123","7,533","10,486","6,448","3,674","653","10","21,934","21,934","743","1,136","1,519","1,682","2,421","4,235","5,653","3,138","1,261","143","3","20,037","20,037","730","1,006","975","1,253","1,702","3,298","4,833","3,310","2,413","510","7","41,936","41,936","1,468","2,132","2,464","2,942","4,097","7,508","10,521","6,448","3,699","648","9","21,918","21,918","735","1,128","1,498","1,693","2,402","4,210","5,683","3,147","1,277","142","3","20,018","20,018","733","1,004","966","1,249","1,695","3,298","4,838","3,301","2,422","506","6"
"경상북도 칠곡군 (4785000000)","110,299","110,299","6,743","10,941","10,150","11,728","19,526","20,923","16,411","8,097","4,982","771","27","57,844","57,844","3,443","5,763","6,009","6,446","10,509","11,365","8,697","3,811","1,623","177","1","52,455","52,455","3,300","5,178","4,141","5,282","9,017","9,558","7,714","4,286","3,359","594","26","109,904","109,904","6,613","10,902","10,007","11,570","19,423","21,030","16,450","8,130","4,979","772","28","57,703","57,703","3,389","5,746","5,925","6,378","10,456","11,427","8,740","3,834","1,628","178","2","52,201","52,201","3,224","5,156","4,082","5,192","8,967","9,603","7,710","4,296","3,351","594","26","109,475","109,475","6,552","10,808","9,814","11,505","19,279","21,055","16,493","8,172","4,980","789","28","57,449","57,449","3,359","5,683","5,828","6,329","10,376","11,441","8,779","3,846","1,622","184","2","52,026","52,026","3,193","5,125","3,986","5,176","8,903","9,614","7,714","4,326","3,358","605","26","109,234","109,234","6,489","10,768","9,706","11,448","19,143","21,123","16,559","8,157","5,015","799","27","57,315","57,315","3,340","5,651","5,783","6,291","10,285","11,481","8,823","3,853","1,619","187","2","51,919","51,919","3,149","5,117","3,923","5,157","8,858","9,642","7,736","4,304","3,396","612","25"
"경상북도 예천군 (4790000000)","55,304","55,304","3,947","4,707","3,798","5,040","7,083","7,746","10,065","6,742","5,284","874","18","27,216","27,216","1,973","2,434","2,135","2,587","3,624","4,196","5,114","3,143","1,825","182","3","28,088","28,088","1,974","2,273","1,663","2,453","3,459","3,550","4,951","3,599","3,459","692","15","55,221","55,221","3,907","4,690","3,751","5,007","7,103","7,734","10,051","6,779","5,284","897","18","27,175","27,175","1,952","2,432","2,097","2,572","3,634","4,194","5,101","3,168","1,834","188","3","28,046","28,046","1,955","2,258","1,654","2,435","3,469","3,540","4,950","3,611","3,450","709","15","55,127","55,127","3,889","4,645","3,746","5,002","7,087","7,715","10,031","6,809","5,280","902","21","27,120","27,120","1,938","2,410","2,082","2,567","3,625","4,178","5,100","3,196","1,829","192","3","28,007","28,007","1,951","2,235","1,664","2,435","3,462","3,537","4,931","3,613","3,451","710","18","55,090","55,090","3,884","4,643","3,704","5,012","7,048","7,727","10,033","6,792","5,306","920","21","27,115","27,115","1,938","2,404","2,073","2,573","3,596","4,190","5,103","3,190","1,845","200","3","27,975","27,975","1,946","2,239","1,631","2,439","3,452","3,537","4,930","3,602","3,461","720","18"
"경상북도 봉화군 (4792000000)","29,531","29,531","957","1,689","1,588","1,479","2,704","4,973","7,452","4,609","3,499","567","14","15,043","15,043","525","860","962","845","1,545","2,790","3,969","2,206","1,200","140","1","14,488","14,488","432","829","626","634","1,159","2,183","3,483","2,403","2,299","427","13","29,432","29,432","941","1,644","1,562","1,464","2,684","4,955","7,466","4,626","3,492","584","14","15,005","15,005","519","832","951","843","1,539","2,770","3,985","2,220","1,201","144","1","14,427","14,427","422","812","611","621","1,145","2,185","3,481","2,406","2,291","440","13","29,356","29,356","931","1,628","1,528","1,454","2,669","4,943","7,479","4,607","3,506","597","14","14,968","14,968","513","825","934","835","1,528","2,768","3,976","2,221","1,218","149","1","14,388","14,388","418","803","594","619","1,141","2,175","3,503","2,386","2,288","448","13","29,393","29,393","922","1,693","1,518","1,453","2,641","4,958","7,468","4,611","3,509","606","14","14,982","14,982","503","848","935","833","1,507","2,779","3,971","2,231","1,225","149","1","14,411","14,411","419","845","583","620","1,134","2,179","3,497","2,380","2,284","457","13"
"경상북도 울진군 (4793000000)","46,561","46,561","2,349","3,311","3,886","3,747","5,552","8,150","9,160","5,513","4,122","755","16","23,497","23,497","1,200","1,803","2,356","2,096","2,948","4,536","4,635","2,514","1,279","128","2","23,064","23,064","1,149","1,508","1,530","1,651","2,604","3,614","4,525","2,999","2,843","627","14","46,463","46,463","2,336","3,290","3,848","3,738","5,511","8,155","9,181","5,524","4,109","754","17","23,466","23,466","1,203","1,787","2,332","2,097","2,921","4,542","4,651","2,523","1,288","120","2","22,997","22,997","1,133","1,503","1,516","1,641","2,590","3,613","4,530","3,001","2,821","634","15","46,390","46,390","2,327","3,256","3,840","3,739","5,479","8,122","9,190","5,551","4,113","755","18","23,434","23,434","1,204","1,757","2,338","2,108","2,895","4,517","4,657","2,554","1,287","115","2","22,956","22,956","1,123","1,499","1,502","1,631","2,584","3,605","4,533","2,997","2,826","640","16","46,339","46,339","2,297","3,238","3,808","3,755","5,454","8,125","9,216","5,539","4,125","763","19","23,424","23,424","1,188","1,753","2,314","2,119","2,880","4,526","4,680","2,550","1,288","124","2","22,915","22,915","1,109","1,485","1,494","1,636","2,574","3,599","4,536","2,989","2,837","639","17"
"경상북도 울릉군 (4794000000)","9,031","9,031","310","437","777","798","1,185","1,812","1,960","1,125","535","92","0","5,019","5,019","169","217","494","498","737","1,079","1,051","541","212","21","0","4,012","4,012","141","220","283","300","448","733","909","584","323","71","0","9,050","9,050","296","426","811","786","1,182","1,820","1,967","1,135","534","93","0","5,049","5,049","161","210","520","498","738","1,089","1,054","547","210","22","0","4,001","4,001","135","216","291","288","444","731","913","588","324","71","0","9,070","9,070","290","434","788","800","1,177","1,829","1,984","1,135","540","93","0","5,061","5,061","158","213","501","508","736","1,099","1,064","546","214","22","0","4,009","4,009","132","221","287","292","441","730","920","589","326","71","0","9,095","9,095","289","440","780","802","1,179","1,844","1,981","1,139","543","98","0","5,080","5,080","157","219","502","507","742","1,109","1,061","544","217","22","0","4,015","4,015","132","221","278","295","437","735","920","595","326","76","0"
"경상남도  (4800000000)","3,248,703","3,248,703","210,206","315,742","321,428","349,078","503,711","584,009","530,372","270,078","141,934","21,706","439","1,636,010","1,636,010","108,211","163,823","180,643","184,840","258,835","298,303","265,488","124,801","46,863","4,143","60","1,612,693","1,612,693","101,995","151,919","140,785","164,238","244,876","285,706","264,884","145,277","95,071","17,563","379","3,244,232","3,244,232","208,411","315,049","318,797","347,210","502,731","584,790","531,589","271,219","142,033","21,960","443","1,634,026","1,634,026","107,288","163,631","179,227","184,087","258,399","298,700","266,055","125,417","46,965","4,193","64","1,610,206","1,610,206","101,123","151,418","139,570","163,123","244,332","286,090","265,534","145,802","95,068","17,767","379","3,241,374","3,241,374","206,857","314,361","316,808","347,146","501,048","584,181","533,217","272,918","142,170","22,226","442","1,632,685","1,632,685","106,474","163,329","178,277","184,088","257,561","298,328","266,923","126,254","47,104","4,283","64","1,608,689","1,608,689","100,383","151,032","138,531","163,058","243,487","285,853","266,294","146,664","95,066","17,943","378","3,239,224","3,239,224","205,302","314,351","315,171","347,048","499,277","584,233","534,653","273,722","142,676","22,347","444","1,631,669","1,631,669","105,672","163,283","177,466","184,069","256,671","298,390","267,587","126,804","47,364","4,298","65","1,607,555","1,607,555","99,630","151,068","137,705","162,979","242,606","285,843","267,066","146,918","95,312","18,049","379"
