,시설아이디,주차,조사일자,표본번호,관부직경,엽병장,엽수,엽장,엽폭,개화수,초장,최종화방차수,화방 꽃수(소화수)
555,C농가,32,20240426,8,25.31,270.0,4.0,98.0,77.0,0.0,400.0,3.0,0.0
556,C농가,32,20240426,9,24.56,263.0,4.0,103.0,95.0,0.0,383.0,3.0,0.0
557,D농가,4,20231018,1,11.76,62.0,4.0,59.0,54.0,0.0,148.0,0.0,0.0
558,D농가,4,20231018,2,14.15,53.0,5.0,70.0,58.0,0.0,199.0,0.0,0.0
559,D농가,4,20231018,3,14.49,25.4,4.0,73.0,63.0,0.0,117.0,0.0,0.0
560,D농가,4,20231018,4,11.61,42.0,4.0,71.0,52.0,0.0,117.0,0.0,0.0
561,D농가,4,20231018,5,13.19,32.0,4.0,70.0,62.0,0.0,231.0,0.0,0.0
562,D농가,4,20231018,6,13.74,81.0,4.0,80.0,59.0,0.0,171.0,0.0,0.0
563,D농가,4,20231018,7,14.61,66.0,4.0,64.0,59.0,0.0,163.0,0.0,0.0
564,D농가,4,20231018,8,13.48,61.0,5.0,71.0,56.0,0.0,212.0,0.0,0.0
565,D농가,4,20231018,9,12.35,45.0,4.0,55.0,44.0,0.0,120.0,0.0,0.0
566,D농가,5,20231027,1,16.34,56.0,4.0,93.0,82.0,0.0,164.0,0.0,0.0
567,D농가,5,20231027,2,19.25,51.0,4.0,86.0,74.0,0.0,143.0,0.0,0.0
568,D농가,5,20231027,3,16.33,42.0,5.0,82.0,72.0,0.0,129.0,0.0,0.0
569,D농가,5,20231027,4,21.61,103.0,5.0,96.0,85.0,0.0,295.0,0.0,0.0
570,D농가,5,20231027,5,17.67,62.0,5.0,92.0,70.0,0.0,241.0,0.0,0.0
571,D농가,5,20231027,6,15.27,57.0,3.0,94.0,84.0,0.0,161.0,0.0,0.0
572,D농가,5,20231027,7,15.21,53.0,3.0,90.0,75.0,0.0,153.0,0.0,0.0
573,D농가,5,20231027,8,20.58,39.0,4.0,86.0,78.0,0.0,151.0,0.0,0.0
574,D농가,5,20231027,9,16.69,65.0,3.0,81.0,85.0,0.0,152.0,0.0,0.0
575,D농가,6,20231103,1,18.06,61.0,5.0,93.0,87.0,0.0,164.0,1.0,1.0
576,D농가,6,20231103,2,20.58,74.0,6.0,97.0,83.0,0.0,171.0,1.0,0.0
577,D농가,6,20231103,3,18.32,49.0,6.0,87.0,81.0,0.0,160.0,1.0,0.0
578,D농가,6,20231103,4,17.27,70.0,5.0,81.0,80.0,1.0,160.0,1.0,1.0
579,D농가,6,20231103,5,20.46,82.0,5.0,97.0,80.0,0.0,242.0,0.0,0.0
580,D농가,6,20231103,6,17.91,71.0,4.0,93.0,88.0,0.0,181.0,0.0,0.0
581,D농가,6,20231103,7,17.98,65.0,4.0,84.0,89.0,0.0,164.0,0.0,0.0
582,D농가,6,20231103,8,22.52,66.0,5.0,93.0,87.0,0.0,171.0,0.0,0.0
583,D농가,6,20231103,9,18.07,70.0,4.0,86.0,91.0,0.0,169.0,0.0,0.0
584,D농가,7,20231110,1,24.96,78.0,6.0,95.0,83.0,3.0,230.0,1.0,3.0
585,D농가,7,20231110,2,28.3,120.0,7.0,93.0,90.0,3.0,230.0,1.0,2.0
586,D농가,7,20231110,3,18.77,61.0,6.0,93.0,81.0,4.0,221.0,1.0,4.0
587,D농가,7,20231110,4,19.88,90.0,6.0,104.0,97.0,5.0,251.0,1.0,3.0
588,D농가,7,20231110,5,26.48,105.0,6.0,103.0,92.0,0.0,233.0,1.0,1.0
589,D농가,7,20231110,6,19.7,82.0,6.0,111.0,80.0,3.0,223.0,1.0,3.0
590,D농가,7,20231110,7,18.97,58.0,5.0,87.0,90.0,2.0,187.0,1.0,3.0
591,D농가,7,20231110,8,23.9,98.0,6.0,112.0,90.0,2.0,221.0,1.0,3.0
592,D농가,7,20231110,9,21.16,70.0,5.0,95.0,91.0,3.0,257.0,1.0,1.0
593,D농가,8,20231117,1,25.34,117.0,6.0,113.0,102.0,6.0,262.0,1.0,3.0
594,D농가,8,20231117,2,25.06,143.0,7.0,109.0,88.0,4.0,271.0,1.0,2.0
595,D농가,8,20231117,3,19.51,128.0,6.0,103.0,81.0,9.0,248.0,1.0,3.0
596,D농가,8,20231117,4,18.44,128.0,6.0,112.0,84.0,9.0,262.0,1.0,3.0
597,D농가,8,20231117,5,22.71,133.0,6.0,112.0,91.0,2.0,252.0,1.0,0.0
598,D농가,8,20231117,6,20.33,148.0,6.0,104.0,92.0,6.0,237.0,1.0,2.0
599,D농가,8,20231117,7,22.2,93.0,6.0,104.0,96.0,6.0,226.0,1.0,3.0
600,D농가,8,20231117,8,21.92,113.0,6.0,112.0,92.0,6.0,245.0,1.0,3.0
601,D농가,8,20231117,9,20.36,126.0,6.0,125.0,99.0,4.0,276.0,1.0,3.0
602,D농가,9,20231124,1,27.36,115.0,4.0,116.0,102.0,10.0,290.0,1.0,2.0
603,D농가,9,20231124,2,29.86,150.0,5.0,108.0,78.0,9.0,297.0,1.0,2.0
604,D농가,9,20231124,3,20.92,129.0,4.0,97.0,78.0,14.0,266.0,1.0,3.0
605,D농가,9,20231124,4,18.46,128.0,5.0,113.0,90.0,13.0,290.0,1.0,1.0
606,D농가,9,20231124,5,22.29,155.0,5.0,119.0,99.0,3.0,304.0,1.0,1.0
607,D농가,9,20231124,6,22.42,141.0,3.0,108.0,91.0,10.0,288.0,1.0,1.0
608,D농가,9,20231124,7,18.1,137.0,4.0,102.0,85.0,11.0,250.0,1.0,2.0
609,D농가,9,20231124,8,18.98,121.0,5.0,120.0,95.0,12.0,280.0,1.0,2.0
610,D농가,9,20231124,9,21.96,132.0,4.0,123.0,97.0,6.0,316.0,1.0,2.0
611,D농가,10,20231130,1,27.04,169.0,6.0,111.0,84.0,11.0,296.0,1.0,0.0
612,D농가,10,20231130,2,24.17,171.0,6.0,79.0,63.0,9.0,302.0,1.0,1.0
613,D농가,10,20231130,3,20.23,140.0,5.0,102.0,79.0,14.0,268.0,1.0,0.0
614,D농가,10,20231130,4,22.03,132.0,6.0,102.0,85.0,11.0,290.0,1.0,0.0
615,D농가,10,20231130,5,23.85,158.0,6.0,107.0,80.0,4.0,317.0,1.0,0.0
616,D농가,10,20231130,6,20.43,146.0,4.0,123.0,90.0,11.0,281.0,1.0,0.0
617,D농가,10,20231130,7,22.24,142.0,4.0,100.0,93.0,11.0,260.0,1.0,0.0
618,D농가,10,20231130,8,23.63,157.0,6.0,117.0,95.0,12.0,290.0,1.0,0.0
619,D농가,10,20231130,9,25.0,135.0,5.0,122.0,104.0,9.0,321.0,1.0,0.0
620,D농가,11,20231207,1,25.63,152.0,6.0,100.0,80.0,11.0,287.0,1.0,0.0
621,D농가,11,20231207,2,24.65,147.0,7.0,92.0,65.0,9.0,304.0,1.0,0.0
622,D농가,11,20231207,3,23.56,127.0,6.0,93.0,67.0,14.0,265.0,1.0,0.0
623,D농가,11,20231207,4,19.74,158.0,5.0,92.0,71.0,12.0,303.0,1.0,0.0
624,D농가,11,20231207,5,27.43,153.0,6.0,122.0,112.0,4.0,323.0,1.0,0.0
625,D농가,11,20231207,6,20.68,145.0,4.0,118.0,92.0,11.0,290.0,1.0,0.0
626,D농가,11,20231207,7,21.78,115.0,4.0,105.0,81.0,10.0,265.0,1.0,0.0
627,D농가,11,20231207,8,25.57,164.0,6.0,118.0,92.0,12.0,287.0,1.0,0.0
628,D농가,11,20231207,9,21.62,135.0,5.0,124.0,100.0,7.0,324.0,1.0,0.0
629,D농가,12,20231214,1,24.29,163.0,7.0,91.0,80.0,9.0,301.0,1.0,0.0
630,D농가,12,20231214,2,30.31,168.0,8.0,82.0,70.0,7.0,310.0,1.0,0.0
631,D농가,12,20231214,3,26.25,142.0,6.0,95.0,70.0,12.0,272.0,1.0,0.0
632,D농가,12,20231214,4,20.63,127.0,5.0,116.0,85.0,11.0,298.0,1.0,0.0
633,D농가,12,20231214,5,29.32,120.0,7.0,112.0,93.0,4.0,323.0,1.0,0.0
634,D농가,12,20231214,6,21.79,190.0,4.0,113.0,82.0,10.0,310.0,1.0,0.0
635,D농가,12,20231214,7,25.11,116.0,6.0,108.0,82.0,10.0,275.0,1.0,0.0
636,D농가,12,20231214,8,25.33,155.0,7.0,118.0,83.0,11.0,302.0,1.0,0.0
637,D농가,12,20231214,9,25.67,135.0,5.0,128.0,98.0,7.0,336.0,1.0,0.0
638,D농가,13,20231221,1,24.56,170.0,7.0,91.0,71.0,8.0,301.0,1.0,0.0
639,D농가,13,20231221,2,31.06,170.0,8.0,82.0,94.0,8.0,315.0,1.0,0.0
640,D농가,13,20231221,3,24.16,151.0,5.0,99.0,79.0,9.0,280.0,1.0,0.0
641,D농가,13,20231221,4,20.49,178.0,5.0,106.0,85.0,9.0,302.0,1.0,0.0
642,D농가,13,20231221,5,28.52,121.0,7.0,109.0,96.0,3.0,326.0,1.0,0.0
643,D농가,13,20231221,6,21.32,165.0,4.0,91.0,69.0,8.0,311.0,1.0,0.0
644,D농가,13,20231221,7,25.37,127.0,6.0,105.0,83.0,9.0,278.0,1.0,0.0
645,D농가,13,20231221,8,24.95,167.0,7.0,116.0,91.0,9.0,305.0,1.0,0.0
646,D농가,13,20231221,9,24.8,191.0,5.0,112.0,88.0,5.0,344.0,1.0,0.0
647,D농가,14,20231228,1,26.48,172.0,7.0,96.0,72.0,7.0,300.0,1.0,0.0
648,D농가,14,20231228,2,25.45,171.0,7.0,87.0,62.0,7.0,311.0,1.0,0.0
649,D농가,14,20231228,3,19.95,146.0,6.0,87.0,60.0,8.0,265.0,1.0,0.0
650,D농가,14,20231228,4,18.83,162.0,5.0,102.0,78.0,8.0,316.0,1.0,0.0
651,D농가,14,20231228,5,26.74,159.0,7.0,114.0,85.0,2.0,328.0,1.0,0.0
652,D농가,14,20231228,6,24.33,173.0,5.0,92.0,69.0,5.0,305.0,1.0,0.0
653,D농가,14,20231228,7,26.15,125.0,5.0,105.0,83.0,8.0,262.0,1.0,0.0
654,D농가,14,20231228,8,27.78,158.0,7.0,117.0,88.0,8.0,299.0,1.0,0.0
655,D농가,14,20231228,9,28.9,187.0,5.0,109.0,86.0,5.0,335.0,1.0,0.0
656,D농가,15,20240104,1,28.93,168.0,7.0,104.0,80.0,3.0,292.0,1.0,0.0
657,D농가,15,20240104,2,22.1,172.0,8.0,90.0,60.0,4.0,318.0,1.0,0.0
658,D농가,15,20240104,3,19.12,145.0,6.0,89.0,60.0,3.0,270.0,1.0,0.0
659,D농가,15,20240104,4,17.98,162.0,5.0,103.0,78.0,6.0,304.0,1.0,0.0
660,D농가,15,20240104,5,27.8,175.0,8.0,89.0,75.0,1.0,325.0,1.0,0.0
661,D농가,15,20240104,6,19.44,168.0,6.0,86.0,69.0,5.0,306.0,1.0,0.0
662,D농가,15,20240104,7,24.62,211.0,6.0,75.0,49.0,6.0,288.0,1.0,0.0
663,D농가,15,20240104,8,21.85,177.0,7.0,99.0,67.0,4.0,305.0,1.0,0.0
664,D농가,15,20240104,9,25.95,183.0,5.0,112.0,88.0,2.0,333.0,1.0,0.0
665,D농가,16,20240111,1,23.08,163.0,7.0,111.0,91.0,1.0,298.0,1.0,0.0
666,D농가,16,20240111,2,30.33,165.0,7.0,102.0,73.0,0.0,300.0,1.0,0.0
667,D농가,16,20240111,3,20.08,150.0,6.0,92.0,67.0,1.0,273.0,1.0,0.0
668,D농가,16,20240111,4,23.48,158.0,5.0,82.0,58.0,3.0,311.0,1.0,0.0
669,D농가,16,20240111,5,24.17,135.0,7.0,118.0,88.0,0.0,326.0,1.0,0.0
670,D농가,16,20240111,6,18.32,167.0,6.0,92.0,71.0,1.0,303.0,1.0,0.0
671,D농가,16,20240111,7,29.09,125.0,5.0,107.0,63.0,2.0,271.0,1.0,0.0
672,D농가,16,20240111,8,26.1,160.0,7.0,125.0,88.0,1.0,308.0,1.0,0.0
673,D농가,16,20240111,9,27.11,190.0,6.0,111.0,92.0,0.0,340.0,1.0,0.0
674,D농가,17,20240118,1,27.95,173.0,7.0,72.0,62.0,0.0,282.0,1.0,0.0
675,D농가,17,20240118,2,23.67,173.0,7.0,112.0,78.0,0.0,315.0,2.0,0.0
676,D농가,17,20240118,3,23.59,135.0,6.0,83.0,60.0,0.0,260.0,2.0,0.0
677,D농가,17,20240118,4,19.59,155.0,5.0,82.0,60.0,0.0,305.0,1.0,0.0
678,D농가,17,20240118,5,27.44,162.0,6.0,77.0,65.0,0.0,332.0,2.0,0.0
679,D농가,17,20240118,6,25.24,140.0,5.0,67.0,51.0,0.0,305.0,2.0,0.0
680,D농가,17,20240118,7,26.36,122.0,6.0,108.0,83.0,0.0,274.0,2.0,0.0
681,D농가,17,20240118,8,20.06,172.0,5.0,72.0,55.0,0.0,320.0,2.0,0.0
682,D농가,17,20240118,9,27.7,165.0,6.0,92.0,70.0,0.0,343.0,2.0,0.0
683,D농가,18,20240125,1,30.87,173.0,7.0,83.0,61.0,4.0,289.0,2.0,0.0
684,D농가,18,20240125,2,25.5,137.0,7.0,91.0,63.0,6.0,312.0,2.0,0.0
685,D농가,18,20240125,3,21.9,134.0,7.0,87.0,69.0,2.0,265.0,2.0,2.0
686,D농가,18,20240125,4,22.53,150.0,5.0,85.0,59.0,1.0,310.0,2.0,1.0
687,D농가,18,20240125,5,32.94,157.0,6.0,77.0,67.0,7.0,323.0,2.0,0.0
688,D농가,18,20240125,6,23.28,142.0,6.0,66.0,50.0,5.0,302.0,2.0,0.0
689,D농가,18,20240125,7,24.33,127.0,6.0,82.0,56.0,7.0,251.0,2.0,0.0
690,D농가,18,20240125,8,23.43,170.0,6.0,73.0,56.0,6.0,316.0,2.0,0.0
691,D농가,18,20240125,9,29.22,163.0,7.0,93.0,70.0,7.0,318.0,2.0,0.0
692,D농가,19,20240201,1,23.27,151.0,8.0,71.0,63.0,4.0,293.0,2.0,0.0
693,D농가,19,20240201,2,32.46,161.0,11.0,75.0,48.0,6.0,316.0,2.0,0.0
694,D농가,19,20240201,3,20.86,110.0,7.0,68.0,46.0,4.0,275.0,2.0,5.0
695,D농가,19,20240201,4,19.05,154.0,6.0,79.0,61.0,1.0,312.0,2.0,2.0
696,D농가,19,20240201,5,27.47,160.0,8.0,83.0,67.0,7.0,310.0,2.0,0.0
697,D농가,19,20240201,6,30.48,120.0,8.0,53.0,48.0,7.0,295.0,2.0,0.0
698,D농가,19,20240201,7,21.3,140.0,7.0,62.0,49.0,6.0,272.0,2.0,0.0
699,D농가,19,20240201,8,18.25,125.0,6.0,60.0,58.0,6.0,285.0,2.0,0.0
700,D농가,19,20240201,9,32.89,155.0,8.0,74.0,52.0,7.0,342.0,2.0,0.0
701,D농가,20,20240207,1,28.7,155.0,8.0,73.0,62.0,3.0,289.0,2.0,0.0
702,D농가,20,20240207,2,30.08,150.0,9.0,75.0,53.0,6.0,317.0,2.0,0.0
703,D농가,20,20240207,3,21.84,108.0,10.0,70.0,52.0,7.0,270.0,2.0,2.0
704,D농가,20,20240207,4,23.1,150.0,6.0,82.0,59.0,3.0,283.0,2.0,3.0
705,D농가,20,20240207,5,24.97,135.0,6.0,80.0,70.0,7.0,337.0,2.0,0.0
706,D농가,20,20240207,6,25.89,128.0,6.0,63.0,48.0,4.0,305.0,2.0,0.0
707,D농가,20,20240207,7,23.33,110.0,7.0,60.0,60.0,4.0,281.0,2.0,0.0
708,D농가,20,20240207,8,23.37,107.0,8.0,55.0,48.0,4.0,312.0,2.0,0.0
709,D농가,20,20240207,9,27.97,100.0,8.0,70.0,57.0,7.0,341.0,2.0,0.0
710,D농가,21,20240215,1,24.36,162.0,10.0,83.0,72.0,1.0,295.0,2.0,0.0
711,D농가,21,20240215,2,26.21,147.0,15.0,67.0,51.0,0.0,320.0,2.0,0.0
712,D농가,21,20240215,3,25.76,135.0,10.0,75.0,52.0,11.0,280.0,2.0,4.0
713,D농가,21,20240215,4,25.23,98.0,8.0,55.0,50.0,7.0,271.0,2.0,7.0
714,D농가,21,20240215,5,26.85,135.0,9.0,75.0,55.0,6.0,337.0,2.0,0.0
715,D농가,21,20240215,6,26.61,123.0,7.0,58.0,50.0,0.0,301.0,2.0,0.0
716,D농가,21,20240215,7,24.82,113.0,7.0,62.0,60.0,2.0,280.0,2.0,1.0
717,D농가,21,20240215,8,21.36,118.0,7.0,70.0,58.0,4.0,310.0,2.0,1.0
718,D농가,21,20240215,9,25.54,123.0,7.0,74.0,60.0,5.0,337.0,2.0,0.0
719,D농가,22,20240222,1,27.23,156.0,11.0,73.0,65.0,4.0,301.0,2.0,0.0
720,D농가,22,20240222,2,28.19,211.0,14.0,77.0,62.0,9.0,316.0,2.0,0.0
721,D농가,22,20240222,3,25.08,144.0,10.0,72.0,63.0,7.0,271.0,2.0,0.0
722,D농가,22,20240222,4,25.78,105.0,8.0,64.0,53.0,8.0,263.0,2.0,0.0
723,D농가,22,20240222,5,27.57,163.0,10.0,75.0,68.0,4.0,332.0,2.0,1.0
724,D농가,22,20240222,6,26.9,112.0,7.0,61.0,51.0,0.0,285.0,2.0,2.0
725,D농가,22,20240222,7,23.59,105.0,8.0,58.0,48.0,2.0,283.0,2.0,1.0
726,D농가,22,20240222,8,19.2,124.0,7.0,67.0,63.0,3.0,303.0,2.0,0.0
727,D농가,22,20240222,9,26.5,134.0,8.0,74.0,61.0,4.0,349.0,2.0,2.0
728,D농가,23,20240228,1,28.72,168.0,8.0,80.0,70.0,4.0,282.0,2.0,2.0
729,D농가,23,20240228,2,28.78,137.0,15.0,63.0,52.0,6.0,317.0,2.0,0.0
730,D농가,23,20240228,3,26.54,145.0,11.0,77.0,68.0,4.0,258.0,2.0,0.0
731,D농가,23,20240228,4,26.54,108.0,6.0,60.0,53.0,4.0,243.0,2.0,3.0
732,D농가,23,20240228,5,28.69,146.0,9.0,75.0,61.0,1.0,333.0,2.0,0.0
733,D농가,23,20240228,6,25.93,10.0,8.0,63.0,53.0,0.0,285.0,0.0,0.0
734,D농가,23,20240228,7,25.34,101.0,7.0,63.0,52.0,0.0,277.0,0.0,0.0
735,D농가,23,20240228,8,23.35,128.0,6.0,65.0,57.0,0.0,303.0,0.0,0.0
736,D농가,23,20240228,9,27.55,135.0,7.0,75.0,63.0,0.0,341.0,0.0,0.0
737,D농가,24,20240307,1,27.1,178.0,9.0,82.0,75.0,4.0,280.0,2.0,0.0
738,D농가,24,20240307,2,24.28,177.0,12.0,76.0,55.0,5.0,310.0,2.0,0.0
739,D농가,24,20240307,3,24.09,146.0,10.0,82.0,67.0,6.0,277.0,2.0,0.0
740,D농가,24,20240307,4,24.98,109.0,7.0,63.0,56.0,5.0,233.0,2.0,0.0
741,D농가,24,20240307,5,22.33,153.0,9.0,69.0,62.0,4.0,309.0,2.0,0.0
742,D농가,24,20240307,6,20.42,117.0,8.0,62.0,49.0,0.0,288.0,2.0,0.0
743,D농가,24,20240307,7,22.96,123.0,7.0,75.0,57.0,2.0,222.0,2.0,0.0
744,D농가,24,20240307,8,21.58,128.0,5.0,65.0,57.0,2.0,207.0,2.0,0.0
745,D농가,24,20240307,9,26.24,127.0,7.0,69.0,48.0,0.0,246.0,2.0,0.0
746,D농가,25,20240314,1,28.15,165.0,11.0,78.0,62.0,4.0,287.0,3.0,0.0
747,D농가,25,20240314,2,33.86,169.0,15.0,78.0,62.0,5.0,285.0,3.0,0.0
748,D농가,25,20240314,3,23.58,142.0,10.0,79.0,62.0,4.0,272.0,3.0,0.0
749,D농가,25,20240314,4,24.99,111.0,9.0,64.0,55.0,9.0,242.0,3.0,0.0
750,D농가,25,20240314,5,29.84,159.0,8.0,93.0,82.0,4.0,280.0,3.0,0.0
751,D농가,25,20240314,6,23.03,133.0,9.0,80.0,65.0,7.0,269.0,3.0,0.0
752,D농가,25,20240314,7,20.57,110.0,8.0,69.0,62.0,3.0,216.0,3.0,0.0
753,D농가,25,20240314,8,22.57,130.0,5.0,92.0,76.0,1.0,213.0,3.0,0.0
754,D농가,25,20240314,9,24.19,153.0,6.0,83.0,70.0,0.0,287.0,3.0,2.0
755,D농가,26,20240321,1,29.07,162.0,14.0,82.0,67.0,3.0,311.0,3.0,0.0
756,D농가,26,20240321,2,33.93,193.0,14.0,75.0,62.0,1.0,310.0,3.0,0.0
757,D농가,26,20240321,3,22.02,199.0,8.0,92.0,82.0,1.0,317.0,3.0,0.0
758,D농가,26,20240321,4,26.19,157.0,8.0,71.0,56.0,5.0,228.0,3.0,0.0
759,D농가,26,20240321,5,31.97,160.0,10.0,86.0,71.0,7.0,297.0,3.0,0.0
760,D농가,26,20240321,6,24.53,142.0,9.0,86.0,69.0,2.0,295.0,3.0,0.0
761,D농가,26,20240321,7,21.91,132.0,9.0,67.0,58.0,1.0,223.0,3.0,0.0
762,D농가,26,20240321,8,20.83,152.0,7.0,93.0,75.0,3.0,257.0,3.0,0.0
763,D농가,26,20240321,9,28.56,120.0,8.0,72.0,55.0,0.0,323.0,3.0,0.0
764,D농가,27,20240328,1,33.3,232.0,9.0,88.0,80.0,6.0,355.0,3.0,0.0
765,D농가,27,20240328,2,30.7,240.0,8.0,86.0,73.0,11.0,377.0,3.0,0.0
766,D농가,27,20240328,3,21.4,230.0,8.0,92.0,66.0,2.0,345.0,3.0,0.0
767,D농가,27,20240328,4,26.4,167.0,11.0,73.0,65.0,5.0,246.0,3.0,0.0
768,D농가,27,20240328,5,31.2,187.0,9.0,88.0,82.0,3.0,285.0,3.0,0.0
769,D농가,27,20240328,6,26.2,153.0,5.0,97.0,76.0,2.0,286.0,3.0,0.0
770,D농가,27,20240328,7,30.7,137.0,7.0,63.0,78.0,0.0,245.0,3.0,0.0
771,D농가,27,20240328,8,30.9,189.0,6.0,94.0,84.0,3.0,317.0,3.0,0.0
772,D농가,27,20240328,9,33.7,202.0,7.0,80.0,61.0,2.0,362.0,3.0,0.0
773,D농가,28,20240404,1,28.85,219.0,12.0,92.0,73.0,5.0,373.0,3.0,0.0
774,D농가,28,20240404,2,29.26,228.0,11.0,95.0,81.0,11.0,400.0,3.0,0.0
775,D농가,28,20240404,3,28.64,222.0,9.0,103.0,78.0,0.0,357.0,3.0,0.0
776,D농가,28,20240404,4,24.13,173.0,9.0,73.0,66.0,4.0,241.0,3.0,0.0
777,D농가,28,20240404,5,26.77,192.0,11.0,81.0,77.0,2.0,318.0,3.0,0.0
778,D농가,28,20240404,6,22.26,163.0,5.0,100.0,77.0,0.0,298.0,3.0,0.0
779,D농가,28,20240404,7,34.05,145.0,9.0,98.0,81.0,3.0,282.0,3.0,0.0
780,D농가,28,20240404,8,26.34,163.0,6.0,95.0,82.0,2.0,322.0,3.0,0.0
781,D농가,28,20240404,9,32.81,183.0,8.0,88.0,68.0,0.0,368.0,3.0,0.0
782,D농가,29,20240412,1,26.07,235.0,7.0,95.0,71.0,5.0,381.0,3.0,0.0
783,D농가,29,20240412,2,23.01,215.0,10.0,91.0,65.0,6.0,405.0,3.0,0.0
784,D농가,29,20240412,3,22.76,212.0,6.0,103.0,91.0,0.0,366.0,3.0,0.0
785,D농가,29,20240412,4,30.43,182.0,6.0,75.0,81.0,3.0,245.0,3.0,0.0
786,D농가,29,20240412,5,28.93,185.0,9.0,72.0,58.0,3.0,346.0,3.0,0.0
787,D농가,29,20240412,6,20.84,193.0,7.0,105.0,82.0,0.0,346.0,3.0,0.0
788,D농가,29,20240412,7,32.6,212.0,10.0,92.0,89.0,4.0,337.0,3.0,0.0
789,D농가,29,20240412,8,24.63,230.0,7.0,98.0,77.0,0.0,364.0,3.0,0.0
790,D농가,29,20240412,9,31.25,230.0,10.0,89.0,76.0,2.0,371.0,3.0,0.0
791,D농가,30,20240417,1,27.29,202.0,8.0,100.0,75.0,3.0,376.0,3.0,0.0
792,D농가,30,20240417,2,28.15,215.0,9.0,90.0,69.0,0.0,400.0,3.0,0.0
793,D농가,30,20240417,3,21.39,221.0,7.0,102.0,75.0,0.0,321.0,3.0,0.0
794,D농가,30,20240417,4,22.49,162.0,5.0,82.0,82.0,0.0,255.0,3.0,0.0
795,D농가,30,20240417,5,34.79,180.0,8.0,90.0,81.0,4.0,348.0,3.0,0.0
796,D농가,30,20240417,6,27.74,190.0,7.0,104.0,84.0,0.0,342.0,3.0,0.0
797,D농가,30,20240417,7,30.32,217.0,8.0,92.0,88.0,2.0,342.0,3.0,0.0
798,D농가,30,20240417,8,29.5,217.0,6.0,86.0,72.0,0.0,367.0,3.0,0.0
799,D농가,30,20240417,9,29.08,133.0,7.0,79.0,70.0,1.0,390.0,3.0,0.0
800,D농가,31,20240424,1,24.3,247.0,10.0,103.0,82.0,1.0,385.0,3.0,0.0
801,D농가,31,20240424,2,29.66,204.0,10.0,95.0,74.0,0.0,397.0,3.0,0.0
802,D농가,31,20240424,3,21.55,222.0,9.0,113.0,82.0,2.0,352.0,3.0,0.0
803,D농가,31,20240424,4,25.18,155.0,6.0,80.0,65.0,0.0,262.0,3.0,0.0
804,D농가,31,20240424,5,34.37,197.0,12.0,95.0,80.0,0.0,360.0,3.0,0.0
805,D농가,31,20240424,6,25.93,182.0,8.0,92.0,71.0,0.0,346.0,3.0,0.0
806,D농가,31,20240424,7,26.74,215.0,9.0,78.0,62.0,0.0,355.0,3.0,0.0
807,D농가,31,20240424,8,27.98,240.0,8.0,99.0,75.0,1.0,367.0,3.0,0.0
808,D농가,31,20240424,9,27.44,250.0,7.0,98.0,72.0,0.0,386.0,3.0,0.0
809,E농가,1,20230922,1,9.46,197.0,4.0,54.0,46.0,0.0,245.0,0.0,0.0
810,E농가,1,20230922,2,8.81,138.0,5.0,57.0,42.0,0.0,185.0,0.0,0.0
811,E농가,1,20230922,3,11.57,159.0,5.0,53.0,43.0,0.0,237.0,0.0,0.0
812,E농가,1,20230922,4,11.13,143.0,6.0,53.0,43.0,0.0,213.0,0.0,0.0
813,E농가,1,20230922,5,10.66,180.0,5.0,48.0,41.0,0.0,228.0,0.0,0.0
814,E농가,1,20230922,6,12.7,182.0,5.0,55.0,42.0,0.0,236.0,0.0,0.0
815,E농가,1,20230922,7,10.99,180.0,4.0,42.0,37.0,0.0,266.0,0.0,0.0
816,E농가,1,20230922,8,11.93,182.0,5.0,50.0,42.0,0.0,250.0,0.0,0.0
817,E농가,1,20230922,9,11.75,157.0,5.0,50.0,43.0,0.0,225.0,0.0,0.0
818,E농가,2,20230926,1,10.71,85.0,5.0,59.0,50.0,0.0,260.0,0.0,0.0
819,E농가,2,20230926,2,9.7,132.0,5.0,60.0,45.0,0.0,188.0,0.0,0.0
820,E농가,2,20230926,3,8.62,118.0,5.0,58.0,40.0,0.0,240.0,0.0,0.0
821,E농가,2,20230926,4,9.98,110.0,6.0,53.0,42.0,0.0,210.0,0.0,0.0
822,E농가,2,20230926,5,11.07,78.0,5.0,59.0,48.0,0.0,229.0,0.0,0.0
823,E농가,2,20230926,6,11.47,102.0,5.0,60.0,42.0,0.0,235.0,0.0,0.0
824,E농가,2,20230926,7,8.95,57.0,5.0,44.0,38.0,0.0,257.0,0.0,0.0
825,E농가,2,20230926,8,10.56,183.0,6.0,55.0,42.0,0.0,250.0,0.0,0.0
826,E농가,2,20230926,9,10.13,88.0,5.0,55.0,47.0,0.0,217.0,0.0,0.0
827,E농가,3,20231006,1,14.61,89.0,5.0,64.0,54.0,0.0,215.0,0.0,0.0
828,E농가,3,20231006,2,12.26,92.0,5.0,92.0,79.0,0.0,186.0,0.0,0.0
829,E농가,3,20231006,3,8.78,80.0,3.0,69.0,57.0,0.0,203.0,0.0,0.0
830,E농가,3,20231006,4,12.69,92.0,4.0,91.0,80.0,0.0,182.0,0.0,0.0
831,E농가,3,20231006,5,12.09,88.0,4.0,69.0,54.0,0.0,208.0,0.0,0.0
832,E농가,3,20231006,6,13.97,103.0,4.0,59.0,43.0,0.0,181.0,0.0,0.0
